ftv33.atsp
0.200561;1332;
0.201268;1342;
0.201634;1342;
0.202075;1342;
0.203472;1342;
0.201793;1342;
0.199376;1369;
0.202094;1369;
0.201982;1369;
0.206541;1369;
0.200363;1369;
0.204701;1346;
0.199759;1346;
0.205219;1346;
0.201213;1346;
0.20219;1346;
0.200471;1345;
0.203419;1345;
0.202934;1345;
0.201038;1345;
0.199951;1345;
0.219413;1330;
0.211071;1330;
0.21934;1330;
0.206743;1330;
0.212113;1338;
0.211327;1338;
0.20709;1338;
0.205323;1338;
0.199208;1338;
0.200135;1300;
0.201496;1300;
0.207882;1300;
0.231659;1300;
0.206146;1300;
0.22528;1336;
0.257872;1336;
0.224924;1336;
0.226;1336;
0.244701;1302;
0.238295;1302;
0.234106;1302;
0.30447;1302;
0.218222;1366;
0.211479;1366;
0.212992;1366;
0.213132;1366;
0.209298;1313;
0.203628;1313;
0.20436;1313;
ftv33.atsp
0.205245;1313;
0.203892;1313;
0.20367;1327;
0.211157;1327;
0.209462;1327;
0.205517;1327;
0.202002;1327;
0.202546;1277;
0.204754;1277;
0.205389;1277;
0.202946;1277;
0.202431;1277;
0.208067;1293;
0.211694;1293;
0.21119;1293;
0.207887;1293;
0.204986;1288;
0.203988;1288;
0.201615;1288;
0.204253;1288;
0.207238;1288;
0.208775;1301;
0.247537;1301;
0.209726;1301;
0.206075;1301;
0.203471;1301;
0.203325;1350;
0.207882;1350;
0.206426;1350;
0.20484;1350;
0.203089;1350;
0.203997;1327;
0.204151;1327;
0.209453;1327;
0.209596;1327;
0.207523;1315;
0.203777;1315;
0.203517;1315;
0.202899;1315;
0.203967;1315;
0.204846;1364;
0.206233;1364;
0.205631;1364;
0.202878;1364;
0.204242;1364;
0.206715;1322;
0.204655;1322;
0.210449;1322;
0.203762;1322;
0.201847;1322;
ftv33.atsp
0.24083;1346;
0.247039;1346;
0.239715;1346;
0.240225;1346;
0.240446;1327;
0.237646;1327;
0.23849;1327;
0.239915;1327;
0.23824;1316;
0.238721;1316;
0.238358;1316;
0.237761;1316;
0.236477;1338;
0.238235;1338;
0.239445;1338;
0.238156;1338;
0.241271;1297;
0.240659;1297;
0.238885;1297;
0.251989;1297;
0.259474;1327;
0.239031;1327;
0.237472;1327;
0.236707;1327;
0.237992;1281;
0.238915;1281;
0.238586;1281;
0.242407;1281;
0.240701;1281;
0.240234;1342;
0.240536;1342;
0.2373;1342;
0.239112;1342;
0.239426;1255;
0.237666;1255;
0.238955;1255;
0.237698;1255;
0.239026;1308;
0.241372;1308;
0.239863;1308;
0.238765;1308;
0.238964;1308;
0.249004;1308;
0.243321;1308;
0.240696;1308;
0.237986;1283;
0.238744;1283;
0.241994;1283;
0.238344;1283;
0.239061;1297;
ftv33.atsp
0.24398;1325;
0.24427;1325;
0.287227;1325;
0.244025;1302;
0.261594;1302;
0.250608;1302;
0.252323;1302;
0.264712;1297;
0.270657;1297;
0.265965;1297;
0.253935;1297;
0.251086;1396;
0.260314;1396;
0.251277;1396;
0.26006;1396;
0.255259;1354;
0.258126;1354;
0.248856;1354;
0.247078;1322;
0.257993;1322;
0.248914;1322;
0.248615;1322;
0.245215;1352;
0.249383;1352;
0.25074;1352;
0.263357;1352;
0.273573;1345;
0.362717;1345;
0.284324;1345;
0.271036;1345;
0.300356;1297;
0.322226;1297;
0.254993;1297;
0.253291;1297;
0.25166;1297;
0.247774;1297;
0.243235;1297;
0.284246;1360;
0.274881;1360;
0.268379;1360;
0.294056;1373;
0.275774;1373;
0.284364;1373;
0.255031;1373;
0.248454;1342;
0.24942;1342;
0.254469;1342;
0.380532;1342;
0.311628;1327;
0.266152;1327;
ftv33.atsp
0.282722;1327;
0.259135;1322;
0.444921;1322;
0.30235;1322;
0.365907;1297;
0.297254;1297;
0.270299;1297;
0.264099;1340;
0.262742;1340;
0.294672;1340;
0.448243;1364;
0.288119;1364;
0.314784;1364;
0.26012;1338;
0.282802;1338;
0.261176;1338;
0.252886;1338;
0.253629;1372;
0.27869;1372;
0.259472;1372;
0.325417;1372;
0.271728;1319;
0.255922;1319;
0.258619;1319;
0.24885;1342;
0.25281;1342;
0.252298;1342;
0.248549;1342;
0.250433;1381;
0.249869;1381;
0.267103;1381;
0.276198;1381;
0.255254;1359;
0.275918;1359;
0.375198;1359;
0.264158;1333;
0.330733;1333;
0.317243;1333;
0.295471;1297;
0.288537;1297;
0.275123;1297;
0.259207;1297;
0.252939;1327;
0.255638;1327;
0.248911;1327;
0.252755;1327;
0.248762;1367;
0.271051;1367;
0.356549;1367;
0.366393;1381;
