ftv70.atsp
4.29604;2333;
3.6258;2233;
4.02873;2273;
3.93895;2292;
3.14435;2278;
2.26125;2283;
2.26543;2227;
2.32768;2236;
2.24436;2173;
2.43764;2222;
2.50392;2245;
2.23972;2284;
2.86683;2292;
2.90318;2246;
2.81027;2274;
2.31799;2292;
2.29784;2276;
2.41358;2263;
2.48812;2234;
2.97564;2214;
3.46768;2237;
3.17109;2273;
3.22651;2270;
3.33477;2273;
3.00051;2159;
3.07598;2292;
3.78411;2227;
3.24937;2238;
3.35567;2328;
2.66944;2314;
2.61378;2273;
2.633;2145;
2.60119;2177;
2.6291;2252;
2.67843;2237;
2.62423;2290;
2.61222;2195;
2.66523;2284;
2.66451;2284;
2.59953;2222;
2.70025;2159;
2.57791;2274;
2.61463;2326;
2.64534;2276;
2.57689;2249;
2.59166;2304;
2.57431;2313;
2.97644;2302;
2.96312;2286;
3.42836;2246;
