ftv70.atsp
1.90912;2251;
1.85033;2348;
1.88456;2339;
1.88529;2329;
1.88667;2366;
1.87643;2390;
1.99156;2368;
2.59189;2378;
2.66548;2350;
1.98261;2326;
1.83888;2337;
1.83846;2345;
1.83102;2355;
1.83822;2351;
1.82406;2378;
1.81925;2333;
1.9088;2378;
1.86792;2339;
1.82712;2368;
1.81535;2356;
1.81651;2354;
1.82181;2338;
1.86823;2299;
2.11395;2325;
1.97077;2377;
1.90639;2376;
1.84676;2380;
1.89237;2356;
1.94753;2361;
1.86672;2344;
1.95446;2299;
1.92552;2218;
1.8505;2307;
2.07634;2378;
1.94026;2313;
1.91206;2269;
1.96323;2419;
1.88052;2382;
1.90656;2349;
1.87451;2135;
1.88391;2371;
1.93871;2339;
1.86254;2368;
1.85936;2351;
1.85446;2375;
1.86349;2367;
1.8632;2335;
1.85344;2306;
1.84748;2254;
1.83069;2411;
ftv70.atsp
1.49561;7735;
1.40935;7511;
1.39454;7976;
1.41388;7788;
1.43788;7470;
1.46515;7669;
1.40433;7699;
1.39339;7819;
1.39148;7912;
1.39087;7705;
1.38916;7778;
1.38887;7606;
1.46561;7886;
1.39012;7940;
1.38972;7629;
1.47188;7657;
1.40949;7823;
1.39517;7585;
1.43811;7934;
1.48615;7531;
1.68667;7679;
1.66416;7643;
1.48599;7708;
1.56862;7819;
1.66762;7746;
1.52341;7735;
1.49732;7924;
1.56094;7962;
1.43189;7798;
1.4301;7749;
1.48573;7849;
1.47483;7574;
1.50155;7551;
1.45297;7864;
1.44689;7545;
1.43616;7694;
1.41467;7430;
1.54903;7553;
1.52723;7894;
1.47944;7832;
1.45343;7749;
1.46939;7717;
1.46298;7634;
1.46782;7559;
1.44392;7652;
1.43196;7761;
1.42756;7745;
1.4254;7439;
1.43185;7720;
1.4535;7701;
